City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Barhi,IN,2021-01-17 02:17:29,23.9,80.8,50.32,46,0,3.94
278,Hun,LY,2021-01-17 02:17:29,29.1268,15.9477,47.1,57,0,6.62
279,Abramovka,RU,2021-01-17 02:17:29,51.1886,41.0202,-3.21,92,66,10.25
280,Bage,BR,2021-01-17 02:15:02,-31.3314,-54.1069,75.2,88,0,10.36
281,Ilebo,CD,2021-01-17 02:17:29,-4.3167,20.5833,70.66,94,94,1.34
282,Nhulunbuy,AU,2021-01-17 02:17:29,-12.2333,136.7667,82.4,78,75,13.8
283,Rapid Valley,US,2021-01-17 02:17:29,44.0625,-103.1463,34.0,74,75,17.27
284,Karratha,AU,2021-01-17 02:17:29,-20.7377,116.8463,100.08,28,74,14.14
285,Kimbe,PG,2021-01-17 02:17:29,-5.5502,150.1429,90.45,56,66,5.23
286,Asau,RO,2021-01-17 02:17:29,46.4333,26.4,5.0,92,0,2.3
287,Quatre Cocos,MU,2021-01-17 02:17:29,-20.2078,57.7625,79.0,83,40,8.05
288,Troitskoye,RU,2021-01-17 02:17:30,52.9821,84.6757,7.47,91,100,5.12
289,Kizilskoye,RU,2021-01-17 02:17:30,52.7255,58.8937,16.59,95,87,16.13
290,Keti Bandar,PK,2021-01-17 02:17:30,24.1447,67.4497,59.59,29,0,6.13
291,Mishelevka,RU,2021-01-17 02:17:30,52.8575,103.1719,-0.74,92,100,3.47
292,Evensk,RU,2021-01-17 02:17:30,61.95,159.2333,-13.11,78,16,12.68
